Crop,N,P,K,Temperature,Rainfall,Yield_Tons_Acre
Turmeric,87.26209102858623,53.87810375405061,102.73612459119926,25.92027207715506,209.37345752701316,1.2967932559715847
Turmeric,83.96426486289116,67.93033395307855,95.87597793003512,30.946265259703654,174.46269554160955,1.073912806482528
Turmeric,84.70744726260328,67.04624949063283,92.65663320257278,25.547893792246278,182.69413125684395,0.962028842846833
Turmeric,77.99260013889996,64.76457942041998,92.42332104939877,25.871480633958058,199.7933664034322,1.2919808216633077
Turmeric,88.10689389415754,53.85802994265592,95.92992687067215,30.153839692782586,222.4788842873829,0.9566192983450161
Turmeric,85.43579209547187,56.082160202784216,91.8223598903058,28.432318580913165,204.72294716261996,0.9887735989768507
Turmeric,79.13110923606634,52.66142970793675,107.67757247086604,26.215675709536967,220.98084233687206,1.1070850504513778
Turmeric,78.42882820214162,51.64854620106097,103.68552877714042,27.043863815530045,184.55361967024757,1.3025547119795189
Turmeric,70.88536307529026,53.07586866357042,102.25237916893497,29.612073943921942,224.5276586372192,1.1258576016175352
Turmeric,78.11047256362116,57.90113975733061,107.03958209559123,28.27895403275612,184.9918394784994,1.2621762722714993
Turmeric,80.31254070702145,66.39002095691656,104.55062660365863,26.647914555565755,217.79399147349173,1.1763547044275122
Turmeric,84.30129139900163,55.605972697663766,96.17951732112779,26.72257223595061,205.28810564603617,1.2956128014490125
Turmeric,81.31792746772695,55.195894974270864,97.63745962472022,30.09456403990877,224.45644717550437,1.0047691772440392
Turmeric,79.52297249996579,56.46019286078688,93.25264481352863,28.901324201113578,180.82087119386495,1.2530807567509652
Turmeric,86.41734806366298,66.54840973829415,94.8635130244243,28.76840970211085,175.04257303943137,1.323820862848695
Turmeric,87.91894487912757,60.79641251875785,108.81946965099077,30.106828852021927,183.05520056249628,1.0930858984720393
Turmeric,75.47271735506672,64.7928669237352,93.02380218343336,27.8006380182877,210.6245896422102,1.138363730620209
Turmeric,88.7811101331354,67.87146906454942,106.31665264487864,30.9749672430861,178.45649788661723,1.1821485197148551
Turmeric,79.32554516551716,67.19429268730572,97.65004458966888,30.027850528294813,204.83280023965062,1.3018243351428824
Turmeric,85.87500777862579,68.81538445878297,94.52564312905845,25.744728887891334,217.34575113018644,0.9298048564727893
Turmeric,78.71473663233225,60.89193394258313,101.13181858356208,30.05719471792527,222.83162929175492,0.9707298024698443
Turmeric,77.13112774931398,55.66426025938154,94.02245512549462,29.93515601587765,195.09936406730236,1.240503227054131
Turmeric,89.44819223423553,50.55195013361105,103.59373565466693,25.478920545423545,207.58752009277333,1.186113200056592
Turmeric,89.14737287888434,56.50640813091725,106.63770690864581,30.792918939475324,182.89732978378936,1.319331887519454
Turmeric,71.96511777288279,56.03514485451161,103.36184710092186,27.064996728567458,223.4014370797652,1.2612517323409196
Turmeric,85.5053488324998,64.5995815175991,93.49364860153904,28.759977693678316,209.7568461633334,1.1044173823822574
Turmeric,79.0529059496436,68.89319963715653,106.08834282010842,28.83765639711189,226.79638008910408,1.2813641478407698
Turmeric,88.63944704166667,56.03861245173534,90.66614007740253,25.363639375805946,208.51269953484427,1.1348309768625153
Turmeric,72.81791456291421,59.630586816573654,90.38090725648837,26.233174739312105,214.0122068337983,1.0051372534142362
Turmeric,77.76572336778158,67.07304391982775,102.40306961437966,30.859209720369495,174.77138608555413,1.189378444145613
Turmeric,89.95826047172046,53.4600027033807,98.28184152933238,26.293654023982228,200.72540380341056,1.1571435114909283
Turmeric,80.60011068896885,63.782045000451575,93.93642473025281,28.043872871359888,201.31044384791667,1.2225454778265885
Turmeric,89.93390058949538,59.98689928927266,107.21822787610515,27.33329123739012,170.28867273999376,1.1260170375127598
Turmeric,76.94579809922122,50.277030227118686,101.02770251090543,29.576493882005543,196.90261060891652,1.0722887941511827
Turmeric,79.95016117840166,63.49587331483227,92.70888954401804,30.380047522863606,205.3916795777595,1.291742320172696
Turmeric,78.31172209969978,55.16247363046995,94.82865939281088,27.938402621658362,208.84363989475233,1.3109115764893895
Turmeric,82.7153803301955,67.82407340545086,99.59311952150664,26.821239056804764,221.93006248274628,1.2457171949351362
Turmeric,73.85738046208527,62.206338683807495,90.7517398322354,28.5603973223027,186.32072669424758,1.0656104354147347
Turmeric,86.08815411591297,67.57469361491377,101.81549146720315,27.4168835807704,214.24574679465596,1.2905492187172447
Turmeric,75.61428710657205,62.846277943566186,94.72298015476818,30.97070152421234,176.20406055346268,1.2552122831212817
Turmeric,70.20107867985679,51.42587955414004,105.59866231788578,29.085401662875743,171.37438039736622,1.2599804907976893
Turmeric,83.18754592282775,52.94986312400063,98.61748821087143,30.15364292139642,193.1379275204861,1.28348883710244
Turmeric,74.79514719456984,59.98941863648368,109.56792724100731,26.442631105593783,210.4538747536187,1.0336776310845581
Turmeric,78.55651528325129,59.62178735058217,94.12054598954194,30.421680368898095,196.1195119761,0.9932933918060963
Turmeric,87.82883339592121,65.32634204066161,101.78483622007471,28.011323912046173,203.96586592657974,0.9704401681448049
Turmeric,77.72905127507106,60.563621864279696,100.87790194070567,27.990708988414283,182.195072286404,1.003477859967993
Turmeric,70.89938334998293,60.839007972142795,90.87156520037536,27.134523741036325,218.82304905608262,1.0862839360367256
Turmeric,85.79332965506701,54.39703291174703,97.77517641520919,25.947439296150343,182.95407533602327,1.1089289296476343
Turmeric,80.66859958470297,54.13200924132335,100.19397228075248,25.998734919041176,185.48546823298,1.1399605275362552
Turmeric,88.33618589793535,52.406027782377734,91.9734990215554,25.093271342713216,176.5374704677792,1.3134480541650306
Turmeric,75.88641037740041,68.20712146364298,94.15931895558631,28.47991185194424,190.9941087351505,1.2827776969192692
Turmeric,73.84278701156407,64.46483901929858,96.37123469018007,25.24277421844362,208.18903691855766,1.198252500079768
Turmeric,79.86203378182222,62.03312539322486,97.4218790139726,30.094919848034685,209.1827048577692,1.2995060099806626
Turmeric,83.76539155359309,50.583050021628,94.0398003692554,29.678091151375188,171.45721511170694,1.212724112120588
Turmeric,79.43907280316809,51.05816822943879,92.30761388502135,27.547959687582956,222.99889059977903,0.9740568756925031
Turmeric,89.08536387161101,56.020217813684305,105.11763929355304,27.725690678084156,219.4366476341579,1.1577025902870388
Turmeric,88.43296848638933,53.45004797669277,109.2180756862719,26.457178416152097,195.08249480098203,1.0911014187036707
Turmeric,89.3188620353935,51.5309099118334,98.95796028720389,26.57490056976211,190.79617105656942,1.1251608097325834
Turmeric,81.50833858233783,61.821454915476856,95.9404033228481,26.269704971809993,212.576714808392,1.236416479102672
Turmeric,78.8658694261249,64.5221661233885,91.1397113496291,30.05867835832855,224.25121668088897,0.9507278386592437
Turmeric,82.94259452400266,60.58188162213395,100.4739308343064,29.588972534475232,213.3605668840965,1.0898623902775615
Turmeric,78.0240816532797,69.36941311407313,99.09634070840957,26.136734201692835,220.46008043976593,1.0474894053745556
Turmeric,76.02332676390267,55.13625258935616,96.86988401426657,27.477660047509666,198.34459221570884,1.2421946975061149
Turmeric,76.58492316607595,65.77380231378967,108.11019393035927,28.73985741334836,182.53749585565586,0.9941648378546522
Turmeric,77.33845278175336,62.973385180726375,108.90400684541125,28.68374789259122,215.57427291136486,1.3099158050555513
Turmeric,85.8652780631832,56.30025409538068,100.31959972818547,26.687735845644887,188.63436219244372,0.9239052944715188
Turmeric,71.46072041151946,64.25153437739348,93.29537645782726,30.76673722098567,209.4344291866073,1.2286290906678337
Turmeric,72.69555087793087,54.399181826247,104.20313338966194,28.841628568060163,220.6366982421592,1.2510157731745233
Turmeric,78.95860335119069,65.20511757464422,99.15449312122944,30.90241602569257,222.93517552475248,0.9270155711526753
Turmeric,82.53740186981747,64.5124338676453,102.29515098688137,28.414132736662086,182.20275504020856,0.9860801818350023
Turmeric,82.28999397699262,65.81801550516896,106.98194577532435,27.602005303232367,223.70993899377805,0.9620265655421061
Turmeric,79.9890485191871,58.30402873511275,104.42928843440298,28.060512105698454,203.53741604656923,1.169842787246837
Turmeric,83.20427607546712,54.20133004796823,103.39245197211197,27.68413843328022,196.85504544517545,1.0085988377914963
Turmeric,77.90989676493541,51.58041478820976,100.50853657306719,29.070637786273434,225.48467815238268,1.165712915742583
Turmeric,83.32232182251202,62.32107832747582,99.92695018015411,26.895100376997718,219.07103623003,1.1256114875537298
Turmeric,74.4400390723969,60.165758837426004,105.06506975632385,29.962248234683003,222.9145489554639,0.9872985408573266
Turmeric,74.49535726931582,55.13314944119224,98.16901710373513,28.799231295175503,205.43513953353147,1.2727822264841215
Turmeric,70.66307903127252,56.76861021685191,106.25490289945802,27.022376886297955,223.28331545778678,0.92173999399786
Turmeric,89.69533775844354,57.122176805414966,101.60796154708333,26.710950358180817,200.31593373916968,1.106673808050311
Turmeric,71.69421596588603,57.721572062190006,94.77817720115723,25.907351835101935,205.34679429836245,0.9502891875595811
Turmeric,86.80062971958273,51.457608854876206,106.67000376379255,27.100494202031598,207.73910458162905,1.2889946058977833
Turmeric,87.45424185276138,62.03744146348859,102.36634578627199,26.819332999898332,188.52782896206048,1.208305845412204
Turmeric,88.90554643516911,59.54702841307923,95.15053305598279,26.634872746007826,201.02709914331868,1.0032285539420744
Turmeric,75.77900215385415,55.36209534887392,92.60789606432574,25.15111274329512,211.2892054615887,1.27196671227497
Turmeric,85.86733245066472,59.73467075330628,100.11316856025005,29.014114773751878,227.4132306604299,0.9853125021632574
Turmeric,88.74441835948365,58.661802843174954,101.38106249981857,26.742107144013012,204.44805898281913,0.9855751531646813
Turmeric,82.4425260426447,67.37068660463011,91.47852901360359,29.884823144932938,183.17038114685997,1.038305889051773
Turmeric,88.4273105569923,67.99231248934828,96.97892272649902,29.012545237516967,178.53705271622033,1.1262094200783903
Turmeric,82.11994632259562,66.63940696654676,100.28859932042835,27.198161678205366,197.84309809289786,0.9970534188601187
Turmeric,80.29353995056384,66.41938248449448,97.5329541984665,30.47084080394354,227.65421939163758,0.981579173598727
Turmeric,82.1118049539985,56.645723814233804,100.89203256990793,30.073554362736438,205.05008093936476,1.0222504972780944
Turmeric,77.7570039471216,61.21152964137996,107.30766144881271,25.525222825887145,229.45504986747883,1.1398127096016952
Turmeric,81.28676984091808,50.92208395571374,102.65336898715665,26.115498742189505,212.96205140938656,1.2811437907209726
Turmeric,81.03119021391191,50.21002995023433,99.2270768968051,26.127136694562058,189.27662415809849,1.2729091212288441
Turmeric,78.56248553124617,53.85305383799341,101.28529572564508,29.56273048182026,195.4064327884243,1.1343429401592258
Turmeric,81.80780748684856,64.90983736264155,90.99286367836638,25.747934618212597,227.3666171306365,1.129484828090574
Turmeric,79.7144857011582,64.44432759031616,109.84157092671062,25.13561879502212,228.53804322139914,1.0337996105178222
Turmeric,75.00383410203266,52.066796498047815,103.90046877136216,28.64705314094634,173.7532419609158,1.2616204029625766
Turmeric,89.32197094858398,63.90221804500154,105.23710170124292,30.673748189323423,208.17571217401633,0.9359163545133384
Turmeric,74.47177730115466,64.5532165982023,109.51062126023473,27.769268156392283,180.44556873891747,1.1516119775135765
Turmeric,78.03580450999974,56.918840206248134,94.24507900282865,25.44481787652993,197.96002819240434,1.1064823552215224
Turmeric,71.01825134488953,65.68567542170325,94.12897987693911,26.257483318087328,199.6110555444594,1.1468853258245952
Turmeric,84.84005920131514,52.55666878560957,105.57276664673404,29.68484512415215,189.67920663117593,1.0280516906832677
Turmeric,83.40909353488223,54.42405036442076,94.36906671811307,30.882904645307352,170.08191799781295,0.9625363590272198
Turmeric,73.39888994709722,52.96965270203464,106.85648335769437,29.91401441250968,219.9435481533877,1.2407113898746163
Turmeric,82.5594542222304,66.18691014693012,107.53478828959669,28.388942193984633,189.26480759532737,0.9638488649158188
Turmeric,85.11113455053268,54.62216114180358,94.58732027149847,26.867806535971383,222.0473071757271,1.1941385788544052
Turmeric,79.61650763626685,67.74350615019324,94.89542245129157,28.782661649400705,185.15063960388423,1.209505818398262
Turmeric,79.53320691739202,66.69270603958762,99.58267066872763,30.37951960673523,223.62057564068672,0.9620471897977264
Turmeric,73.59464089237103,60.45227807785924,99.14222729528066,30.44527202437252,202.45628126283916,1.219704020704466
Turmeric,75.66696949720549,58.891517735829105,107.13031043432831,25.959352047496903,206.94192876741715,1.0028673189118553
Turmeric,85.31942815346815,50.21311453610642,92.21478203127994,25.537884249291203,210.87336836518773,1.098380223361601
Turmeric,79.60230650364858,68.43610937384524,100.71840742609257,30.527095527876426,198.95747785695127,1.2362795469955634
Turmeric,73.7992191774025,61.871335216176334,92.7339022879914,29.9657774159847,179.49996836153298,1.0422520878866723
Turmeric,84.72139577287275,54.0420266190775,91.0179445720462,26.714607880453496,190.03733828052708,1.1247557986560464
Turmeric,82.6215799529445,68.8635327380836,103.99157930285983,26.22726008828594,181.52144808623254,1.0704888725470951
Turmeric,74.13711714719632,62.6092495220396,92.80902787223103,28.10855787737853,185.57922798998115,1.2455459928975463
Turmeric,89.20807661973731,62.33392634063024,104.92681856988978,27.471679695795352,224.60050018424005,1.1221172538688613
Turmeric,84.67455634961532,54.876124759085954,96.24452121550178,28.22547982522333,212.12912907847138,1.029142632842573
Turmeric,84.25009891853662,65.41258364139594,103.2307293346043,29.12102325205121,199.42074409416813,0.981350422067629
Turmeric,78.43007596236099,64.23583420794495,109.93255684681773,29.923813423116847,223.3374429143168,1.119863897754406
Turmeric,77.22733430676927,51.36894668089043,91.48906613127022,29.546114020883547,218.52775103331987,0.9501944841122903
Clove,39.705447862154806,30.478610467647467,31.1797735970546,25.72340701874873,277.35884179259943,0.38469322692618974
